controle,ano,titulo,titulo_do,bairro_fato_original,bairro
85846571-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Rocha miranda,Rocha Miranda
06432811-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Realengo,Realengo
69899581-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Senador camara,Senador Camará
69899581-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Senador camara,Senador Camará
85219101-2024,2024,Lesão Corporal Seguida de Morte (outros),Lesão corporal seguida de morte,Guaratiba,Guaratiba
28667471-2024,2024,Homicídio Provocado por Paulada,Homicídio doloso,Campo grande,Campo Grande
58547301-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Deodoro,Deodoro
77814651-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Costa barros,Costa Barros
91499611-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Vila isabel,Vila Isabel
03217671-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Mare,Maré
07069811-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Marechal hermes,Marechal Hermes
12428921-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bonsucesso,Bonsucesso
48101702-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Benfica,Benfica
93154371-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Engenheiro leal,Engenheiro Leal
08915971-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Cascadura,Cascadura
12958101-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Andarai,Andaraí
70121441-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Madureira,Madureira
11327901-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bangu,Bangu
19331261-2024,2024,Homicídio (outros),Homicídio doloso,Iraja,Irajá
65802331-2024,2024,Homicídio (outros),Homicídio doloso,Rio comprido,Rio Comprido
85980891-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Anil,Anil
61667241-2024,2024,Homicídio (outros),Homicídio doloso,Meier,Méier
42566311-2024,2024,Homicídio Provocado por Emprego de Arma Branca,Homicídio doloso,Vila valqueire,Vila Valqueire
63003551-2024,2024,Homicídio (outros),Homicídio doloso,Penha,Penha
68742531-2024,2024,Homicídio (outros),Homicídio doloso,Santa cruz,Santa Cruz
91335501-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Honorio gurgel,Honório Gurgel
96812431-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Penha,Penha
10726751-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Benfica,Benfica
37124251-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Taquara,Taquara
41473711-2024,2024,Homicídio (outros),Homicídio doloso,Penha,Penha
78479352-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Realengo,Realengo
78479352-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Realengo,Realengo
78479352-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Realengo,Realengo
03956081-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Taquara,Taquara
09861241-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Penha,Penha
25647501-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bangu,Bangu
38214771-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Taquara,Taquara
61248042-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Anil - jacarepagua,Anil
72200091-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Ramos,Ramos
87282732-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Catumbi,Catumbi
87282732-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Catumbi,Catumbi
16862031-2024,2024,Roubo Seguido de Morte Provocado por Projétil de Arma de Fogo,Latrocínio (Roubo seguido de morte),Recreio dos bandeirantes,Recreio dos Bandeirantes
19295711-2024,2024,Roubo Seguido de Morte Provocado por Projétil de Arma de Fogo,Latrocínio (Roubo seguido de morte),Bonsucesso,Bonsucesso
19295711-2024,2024,Roubo Seguido de Morte Provocado por Projétil de Arma de Fogo,Latrocínio (Roubo seguido de morte),Bonsucesso,Bonsucesso
35201371-2024,2024,Lesão Corporal Seguida de Morte (outros),Lesão corporal seguida de morte,Praca da bandeira,Praça da Bandeira
23051631-2024,2024,Lesão Corporal Seguida de Morte (outros),Lesão corporal seguida de morte,Tijuca,Tijuca
30058031-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Sulacap,Jardim Sulacap
35552191-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Rio comprido,Rio Comprido
45328801-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Anil,Anil
66211261-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Itanhanga,Itanhangá
68733261-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Curicica,Curicica
97150231-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Jacarepagua,Jacarepaguá
98059871-2024,2024,Lesão Corporal Seguida de Morte (outros),Lesão corporal seguida de morte,Realengo,Realengo
02385631-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Realengo,Realengo
13066071-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Taquara,Taquara
13066071-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Taquara,Taquara
18576241-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Penha circular,Penha Circular
35684071-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Realengo,Realengo
56261371-2024,2024,Homicídio (outros),Homicídio doloso,Cavalcanti,Cavalcanti
56261371-2024,2024,Homicídio (outros),Homicídio doloso,Cavalcanti,Cavalcanti
56261371-2024,2024,Homicídio (outros),Homicídio doloso,Cavalcanti,Cavalcanti
27112571-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Rio das pedras,Itanhangá
48051691-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Penha,Penha
49284241-2024,2024,Homicídio (outros),Homicídio doloso,Benfica,Benfica
80696681-2024,2024,Homicídio (outros),Homicídio doloso,Mangueira,Mangueira
13052011-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Deodoro,Deodoro
09443651-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Barros filho,Barros Filho
09675631-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Madureira,Madureira
20489541-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Jacarepagua,Jacarepaguá
40773521-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Centro,Centro
62446171-2024,2024,Homicídio (outros),Homicídio doloso,Santa cruz,Santa Cruz
26396421-2024,2024,Homicídio Provocado por Emprego de Arma Branca,Homicídio doloso,Campo grande,Campo Grande
33053571-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Curicica,Curicica
69813941-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Realengo,Realengo
88615151-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Santa cruz,Santa Cruz
50121511-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Centro,Centro
69618691-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Pilares,Pilares
92217681-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Senador camara,Senador Camará
88927011-2024,2024,Homicídio (outros),Homicídio doloso,Anil,Anil
50479601-2024,2024,Homicídio (outros),Homicídio doloso,Vicente de carvalho,Vicente de Carvalho
44587791-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Anchieta,Anchieta
73020381-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Piedade,Piedade
19198951-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Thomaz coelho,Tomás Coelho
39304371-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bangu,Bangu
50884721-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bras de pina,Brás de Pina
07191511-2024,2024,Homicídio (outros),Homicídio doloso,Bangu,Bangu
42317521-2024,2024,Homicídio Provocado por Emprego de Arma Branca,Homicídio doloso,Pedra de guaratiba,Pedra de Guaratiba
50179091-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Costa barros,Costa Barros
50179091-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Costa barros,Costa Barros
58188791-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Botafogo,Botafogo
76173161-2024,2024,Homicídio Provocado por Emprego de Arma Branca,Homicídio doloso,Ramos,Ramos
02243971-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Costa barros,Costa Barros
63159881-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Pavuna,Pavuna
76160281-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Costa barros,Costa Barros
63723351-2024,2024,Homicídio (outros),Homicídio doloso,Meier,Méier
86087031-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Barra da tijuca,Barra da Tijuca
92061021-2024,2024,Homicídio Provocado por Paulada,Homicídio doloso,Pavuna,Pavuna
02753061-2024,2024,Lesão Corporal Seguida de Morte (outros),Lesão corporal seguida de morte,Guaratiba,Guaratiba
04018421-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Portuguesa,Portuguesa
44270211-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Estacio,Estácio
54091281-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Galeao,Galeão
64461051-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Realengo,Realengo
79793541-2024,2024,Homicídio (outros),Homicídio doloso,Jacarepagua,Jacarepaguá
06280921-2024,2024,Homicídio Provocado por Paulada,Homicídio doloso,Vicente de carvalho,Vicente de Carvalho
66993041-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Ramos,Ramos
89149741-2024,2024,Homicídio Provocado por Emprego de Arma Branca,Homicídio doloso,Realengo,Realengo
09345801-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Realengo,Realengo
09345801-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Realengo,Realengo
09345801-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Realengo,Realengo
17665361-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Penha circular,Penha Circular
00790961-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Mal. hermes,Marechal Hermes
79263321-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Vaz lobo,Vaz Lobo
19084741-2024,2024,Homicídio (outros),Homicídio doloso,Recreio dos bandeirantes,Recreio dos Bandeirantes
32011791-2024,2024,Homicídio (outros),Homicídio doloso,Jardim guanabara,Jardim Guanabara
45475661-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Taquara,Taquara
55008221-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Pavuna,Pavuna
84934051-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Olaria,Olaria
98229481-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Madureira,Madureira
18025701-2024,2024,Homicídio Provocado por Queimaduras,Homicídio doloso,Bento ribeiro,Bento Ribeiro
41904281-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Penha,Penha
92759431-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Tijuca,Tijuca
61766251-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Praca seca,Praça Seca
73194211-2024,2024,Roubo Seguido de Morte Provocado por Projétil de Arma de Fogo,Latrocínio (Roubo seguido de morte),Bangu,Bangu
80585001-2024,2024,Homicídio (outros),Homicídio doloso,Santa cruz,Santa Cruz
07781281-2024,2024,Homicídio (outros),Homicídio doloso,Paciencia,Paciência
30298401-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Pavuna,Pavuna
74832011-2024,2024,Roubo Seguido de Morte Provocado por Projétil de Arma de Fogo,Latrocínio (Roubo seguido de morte),Rocha miranda,Rocha Miranda
39615991-2024,2024,Homicídio (outros),Homicídio doloso,Manguinhos,Manguinhos
49844611-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Taquara,Taquara
73224211-2024,2024,Lesão Corporal Seguida de Morte (outros),Lesão corporal seguida de morte,Jacarepagua,Jacarepaguá
30823161-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Anchieta,Anchieta
87859761-2024,2024,Homicídio (outros),Homicídio doloso,Pechincha,Pechincha
24241561-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Pavuna,Pavuna
45127871-2024,2024,Homicídio (outros),Homicídio doloso,Iraja,Irajá
27765631-2024,2024,Lesão Corporal Seguida de Morte (outros),Lesão corporal seguida de morte,Santo cristo,Santo Cristo
30236771-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bonsucesso,Bonsucesso
36149081-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Guadalupe,Guadalupe
44454701-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Valqueire,Vila Valqueire
65425601-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Benfica,Benfica
01637951-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Benfica,Benfica
92589271-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Vicente de carvalho,Vicente de Carvalho
92589271-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Vicente de carvalho,Vicente de Carvalho
92589271-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Vicente de carvalho,Vicente de Carvalho
18807451-2024,2024,Homicídio (outros),Homicídio doloso,Benfica,Benfica
19053641-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Itanhanga,Itanhangá
19053641-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Itanhanga,Itanhangá
45345811-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Vila isabel,Vila Isabel
92431011-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Benfica,Benfica
92431011-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Benfica,Benfica
96749521-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Cavalcanti,Cavalcanti
01174461-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Colegio,Colégio
05493062-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Portuguesa,Portuguesa
53353781-2024,2024,Homicídio (outros),Homicídio doloso,Tomas coelho,Tomás Coelho
38207061-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bras de pina,Brás de Pina
51673081-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Recreio dos bandeirantes,Recreio dos Bandeirantes
51673081-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Recreio dos bandeirantes,Recreio dos Bandeirantes
54455871-2024,2024,Homicídio (outros),Homicídio doloso,Santa cruz,Santa Cruz
30086931-2024,2024,Homicídio Provocado por Emprego de Arma Branca,Homicídio doloso,Guadalupe,Guadalupe
40293941-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Pilares,Pilares
76533641-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Grajau,Grajaú
92659091-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Barra da tijuca,Barra da Tijuca
17641951-2024,2024,Homicídio Provocado por Emprego de Arma Branca,Homicídio doloso,Marechal hermes,Marechal Hermes
66868751-2024,2024,Roubo Seguido de Morte Provocado por Projétil de Arma de Fogo,Latrocínio (Roubo seguido de morte),Pavuna,Pavuna
70335791-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Engenho de dentro,Engenho de Dentro
41008671-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Realengo,Realengo
92472091-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Anil,Anil
92472091-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Anil,Anil
13469691-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bangu,Bangu
14491591-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Parada de lucas,Parada de Lucas
32344991-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bangu,Bangu
45435101-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Barra olimpica,Camorim
24913911-2024,2024,Roubo Seguido de Morte Provocado por Projétil de Arma de Fogo,Latrocínio (Roubo seguido de morte),Anchieta,Anchieta
98267081-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Rio comprido,Rio Comprido
22733351-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Cidade de deus,Cidade de Deus
38135821-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Sao cristovao,São Cristóvão
72758911-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Oswaldo cruz,Oswaldo Cruz
21328281-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Vargem pequena,Vargem Pequena
46207731-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Campinho,Campinho
56576062-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Meier,Méier
77633851-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Cidade de deus,Cidade de Deus
87697571-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Vargem pequena,Vargem Pequena
31377012-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Acari,Acari
47688952-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Recreio dos bandeirantes,Recreio dos Bandeirantes
68591811-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Padre miguel,Padre Miguel
88343481-2024,2024,Roubo Seguido de Morte (outros),Latrocínio (Roubo seguido de morte),Copacabana,Copacabana
59429931-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Padre miguel,Padre Miguel
82608211-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bangu,Bangu
05182191-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Vigario geral,Vigário Geral
11440461-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Pavuna,Pavuna
29756511-2024,2024,Homicídio (outros),Homicídio doloso,Barra da tijuca,Barra da Tijuca
84563591-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Tanque,Tanque
37433141-2024,2024,Homicídio (outros),Homicídio doloso,Recreio dos bandeirantes,Recreio dos Bandeirantes
10812571-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Guadalupe,Guadalupe
41740821-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Piedade,Piedade
41740821-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Piedade,Piedade
53834581-2024,2024,Homicídio (outros),Homicídio doloso,Manguinhos,Manguinhos
54388801-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Marechal hermes,Marechal Hermes
63494721-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Taquara,Taquara
75086321-2024,2024,Homicídio Provocado por Emprego de Arma Branca,Homicídio doloso,Guaratiba,Guaratiba
96187901-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Jacarepagua,Jacarepaguá
06159441-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Iraja,Irajá
39090241-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Colegio,Colégio
85254151-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Rio comprido,Rio Comprido
05548111-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Guadalupe,Guadalupe
78071501-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bangu,Bangu
37541501-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Anil,Anil
70830591-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Anil,Anil
13753121-2024,2024,Homicídio (outros),Homicídio doloso,Jardim guanabara,Jardim Guanabara
18575301-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Freguesia (jacarepagua),Freguesia (Jacarepaguá)
18575301-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Freguesia (jacarepagua),Freguesia (Jacarepaguá)
29999161-2024,2024,Homicídio (outros),Homicídio doloso,Tanque,Tanque
47774851-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Itanhanga,Itanhangá
71942421-2024,2024,Homicídio (outros),Homicídio doloso,Cidade universitaria,Cidade Universitária
71942421-2024,2024,Homicídio (outros),Homicídio doloso,Cidade universitaria,Cidade Universitária
71942421-2024,2024,Homicídio (outros),Homicídio doloso,Cidade universitaria,Cidade Universitária
71942421-2024,2024,Homicídio (outros),Homicídio doloso,Cidade universitaria,Cidade Universitária
80268801-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Engenho novo,Engenho Novo
02208091-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Meier,Méier
12832751-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Vicente de carvalho,Vicente de Carvalho
53808041-2024,2024,Homicídio Provocado por Paulada,Homicídio doloso,Barra da tijuca,Barra da Tijuca
78157451-2024,2024,Homicídio (outros),Homicídio doloso,Barra da tijuca,Barra da Tijuca
86113611-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Rocha miranda,Rocha Miranda
42803891-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bras de pina,Brás de Pina
49501231-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Ricardo de albuquerque,Ricardo de Albuquerque
62266801-2024,2024,Homicídio (outros),Homicídio doloso,Penha,Penha
79093581-2024,2024,Homicídio (outros),Homicídio doloso,Jardim guanabara,Jardim Guanabara
91782401-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Taquara,Taquara
12327991-2024,2024,Homicídio Provocado por Emprego de Arma Branca,Homicídio doloso,Santissimo,Santíssimo
21266721-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Curicica,Curicica
21266721-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Curicica,Curicica
30450191-2024,2024,Homicídio Provocado por Paulada,Homicídio doloso,Centro,Centro
41016321-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Cavalcanti,Cavalcanti
41016321-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Cavalcanti,Cavalcanti
04153101-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Guaratiba,Guaratiba
46996571-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Santa cruz,Santa Cruz
56794621-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Penha circular,Penha Circular
20065211-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Oswaldo cruz,Oswaldo Cruz
18428931-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Santa cruz,Santa Cruz
39127211-2024,2024,Homicídio (outros),Homicídio doloso,Vila da penha,Vila da Penha
49665372-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Engenho de dentro,Engenho de Dentro
02496382-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Abolicao,Abolição
09047921-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Penha,Penha
13792971-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Itanhanga,Itanhangá
16812501-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Meier,Méier
30842671-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Cidade de deus,Cidade de Deus
42523021-2024,2024,Homicídio (outros),Homicídio doloso,Pavuna,Pavuna
77179821-2024,2024,Homicídio (outros),Homicídio doloso,Manguinhos,Manguinhos
33070781-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Cidade nova,Cidade Nova
56790041-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Costa barros,Costa Barros
75715361-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Penha,Penha
82479011-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Timbau,Maré
82479011-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Timbau,Maré
82479011-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Timbau,Maré
91550001-2024,2024,Homicídio (outros),Homicídio doloso,Penha,Penha
45147191-2024,2024,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Catete,Catete
86587291-2024,2024,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Itanhanga,Itanhangá
